path,entry_type,symlink_target,direct_files,recursive_files,category,role,scope,role_source,explanation
results/acceptance-ramulator2-20260917/cpu/trace_flits_data,directory,,94,94,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu/trace_paths_data,directory,,10,10,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu_slow,directory,,45,162,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu_slow/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu_slow/ramulator_data,directory,,10,10,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu_slow/trace_flits_data,directory,,94,94,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/cpu_slow/trace_paths_data,directory,,10,10,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/directed,directory,,49,101,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/directed/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/directed/ramulator_data,directory,,5,5,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/directed/trace_flits_data,directory,,38,38,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/directed/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/environment,directory,,8,8,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/held,directory,,47,101,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/held/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/held/ramulator_data,directory,,8,8,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/held/trace_flits_data,directory,,37,37,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/held/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/period_3ns,directory,,47,99,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/period_3ns/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/period_3ns/ramulator_data,directory,,5,5,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/period_3ns/trace_flits_data,directory,,38,38,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/period_3ns/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/power_off,directory,,45,97,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/power_off/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/power_off/ramulator_data,directory,,5,5,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/power_off/trace_flits_data,directory,,38,38,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/power_off/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/replay,directory,,47,98,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/replay/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/replay/ramulator_data,directory,,5,5,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/replay/trace_flits_data,directory,,37,37,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/replay/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/shallow,directory,,47,101,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/shallow/hettrace,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/shallow/ramulator_data,directory,,8,8,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/shallow/trace_flits_data,directory,,37,37,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/shallow/trace_paths_data,directory,,6,6,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit,directory,,1,25,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/cpu,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/cpu_slow,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/directed,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/held,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/period_3ns,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/power_off,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/replay,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-ramulator2-20260917/wave_audit/shallow,directory,,3,3,simulation-results,已保存八组CPU/定向正式验收,不是源码,results/acceptance-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917,directory,,3,9831,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,manual
results/acceptance-xpu-ramulator2-20260917/api,directory,,1,47,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/api/fast,directory,,10,10,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/api/high_address,directory,,16,16,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/api/power_off,directory,,10,10,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/api/slow,directory,,10,10,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/environment,directory,,11,11,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/gpu,directory,,52,3389,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/gpu/hettrace,directory,,5,5,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/gpu/ramulator_data,directory,,1055,1055,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/gpu/trace_flits_data,directory,,2055,2055,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/gpu/trace_paths_data,directory,,222,222,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/npu,directory,,46,144,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/npu/hettrace,directory,,5,5,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/npu/ramulator_data,directory,,19,19,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/npu/trace_flits_data,directory,,67,67,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/npu/trace_paths_data,directory,,7,7,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three,directory,,52,3453,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three/hettrace,directory,,7,7,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three/ramulator_data,directory,,1054,1054,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three/trace_flits_data,directory,,2112,2112,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three/trace_paths_data,directory,,228,228,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three_slow,directory,,52,2771,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three_slow/hettrace,directory,,7,7,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three_slow/ramulator_data,directory,,371,371,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three_slow/trace_flits_data,directory,,2113,2113,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/three_slow/trace_paths_data,directory,,228,228,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/wave_audit,directory,,1,13,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/wave_audit/gpu,directory,,3,3,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/wave_audit/npu,directory,,3,3,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/wave_audit/three,directory,,3,3,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/acceptance-xpu-ramulator2-20260917/wave_audit/three_slow,directory,,3,3,simulation-results,已保存NPU/GPU/three/three_slow验收,不是源码,results/acceptance-xpu-ramulator2-20260917,inherited-from-ancestor
results/example-directed-20260918-PVEQkB,directory,,47,103,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,manual
results/example-directed-20260918-PVEQkB/hettrace,directory,,3,3,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/example-directed-20260918-PVEQkB/ramulator_data,directory,,5,5,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/example-directed-20260918-PVEQkB/trace_flits_data,directory,,38,38,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/example-directed-20260918-PVEQkB/trace_paths_data,directory,,6,6,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/example-directed-20260918-PVEQkB/wave_audit,directory,,1,4,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/example-directed-20260918-PVEQkB/wave_audit/example-directed-20260918-PVEQkB,directory,,3,3,simulation-results,上一轮实际运行的单源定向示例,单源HetTrace显式诊断,results/example-directed-20260918-PVEQkB,inherited-from-ancestor
results/ramulator-dual-library-development,directory,,1,47,simulation-results,新旧Ramulator库共存开发验证,符号/模型隔离证据,results/ramulator-dual-library-development,manual
results/ramulator-dual-library-development/fast,directory,,10,10,simulation-results,新旧Ramulator库共存开发验证,符号/模型隔离证据,results/ramulator-dual-library-development,inherited-from-ancestor
results/ramulator-dual-library-development/high_address,directory,,16,16,simulation-results,新旧Ramulator库共存开发验证,符号/模型隔离证据,results/ramulator-dual-library-development,inherited-from-ancestor
results/ramulator-dual-library-development/power_off,directory,,10,10,simulation-results,新旧Ramulator库共存开发验证,符号/模型隔离证据,results/ramulator-dual-library-development,inherited-from-ancestor
results/ramulator-dual-library-development/slow,directory,,10,10,simulation-results,新旧Ramulator库共存开发验证,符号/模型隔离证据,results/ramulator-dual-library-development,inherited-from-ancestor
results/ramulator-native-development,directory,,1,29,simulation-results,native模型开发矩阵,开发证据，不能直接当正式整组summary,results/ramulator-native-development,manual
results/ramulator-native-development/fast,directory,,7,7,simulation-results,native模型开发矩阵,开发证据，不能直接当正式整组summary,results/ramulator-native-development,inherited-from-ancestor
results/ramulator-native-development/high_address,directory,,7,7,simulation-results,native模型开发矩阵,开发证据，不能直接当正式整组summary,results/ramulator-native-development,inherited-from-ancestor
results/ramulator-native-development/power_off,directory,,7,7,simulation-results,native模型开发矩阵,开发证据，不能直接当正式整组summary,results/ramulator-native-development,inherited-from-ancestor
results/ramulator-native-development/slow,directory,,7,7,simulation-results,native模型开发矩阵,开发证据，不能直接当正式整组summary,results/ramulator-native-development,inherited-from-ancestor
results/ramulator2-20260918T015736Z,directory,,5,1012,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,manual
results/ramulator2-20260918T015736Z/api,directory,,1,47,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/api/fast,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/api/high_address,directory,,16,16,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/api/power_off,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/api/slow,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu,directory,,45,168,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu/ramulator_data,directory,,16,16,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu/trace_flits_data,directory,,94,94,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu/trace_paths_data,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu_slow,directory,,45,162,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu_slow/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu_slow/ramulator_data,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu_slow/trace_flits_data,directory,,94,94,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/cpu_slow/trace_paths_data,directory,,10,10,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/directed,directory,,49,101,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/directed/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/directed/ramulator_data,directory,,5,5,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/directed/trace_flits_data,directory,,38,38,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/directed/trace_paths_data,directory,,6,6,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/environment,directory,,8,8,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/held,directory,,47,101,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/held/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/held/ramulator_data,directory,,8,8,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/held/trace_flits_data,directory,,37,37,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/held/trace_paths_data,directory,,6,6,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/period_3ns,directory,,47,99,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/period_3ns/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/period_3ns/ramulator_data,directory,,5,5,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/period_3ns/trace_flits_data,directory,,38,38,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/period_3ns/trace_paths_data,directory,,6,6,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/power_off,directory,,45,97,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/power_off/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/power_off/ramulator_data,directory,,5,5,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/power_off/trace_flits_data,directory,,38,38,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/power_off/trace_paths_data,directory,,6,6,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/replay,directory,,47,98,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/replay/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/replay/ramulator_data,directory,,5,5,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/replay/trace_flits_data,directory,,37,37,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/replay/trace_paths_data,directory,,6,6,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/shallow,directory,,47,101,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/shallow/hettrace,directory,,3,3,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
results/ramulator2-20260918T015736Z/shallow/ramulator_data,directory,,8,8,simulation-results,本机再次通过run_ramulator入口生成的CPU/定向结果目录,是否完整通过以目录summary和日志为准,results/ramulator2-20260918T015736Z,inherited-from-ancestor
