path,module,kind,lines,bytes,role_hint,upstream,downstream,reviewed_role,reviewed_interface,status,index_blob
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESIThreeLevel-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,1ca91695594da885b6b89661850de5ddeaa70f9b
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESIThreeLevel-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,153c07aff3722fbe81ea854dcf97a7ea2a06cbee
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESIThreeLevel-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,860c6d302d7170d80a119b72f314a248241c9b53
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4f12b9c24c8b3e615a0da4e24755bfeddcaf8c2d
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,8a5515ae28db9b9e1144cb0992765ac31298c540
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,65c78b8db81126121204896c4a2e8efa0a7fe651
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,938cc8451bea4202fe22e1efc3071063162ece18
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,f73b4cecaabcc3c0a4520f07ceb9db760d5370e3
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,15eae6344d22b8d80d061a2e60f42c6bd700e047
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,ff30b6aec17afa1e16f333924fa9dcc0315c9fa2
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,55917cab2c4f874016b823c256366cd1ad61f7bc
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4848501c344668c03d0a30568e435db1ece30568
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MESITwoLevel-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4633015d8ebedff452a0a5b10180e093b07ad970
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,2482c7f39729fdeb277fba9ffff19c3f5d3646d7
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,d37503ec1b379d9eec5b51c18e5c0cb28defe640
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,a5e0aa5c184129ec97346b8fee73caa5b3420a5e
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,279,6784,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,9518647d22b314c70ecfcba5ccda1bd7e9015026
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,84b97df66eb55b76a15c31cab990b367f089060a
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,279,6784,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,5da5fbddcae4e0eaebadec8eb590b31d4d7c9100
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,279,6784,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,ff708309e2f3a7d1077aea7617a03cafea33ebfa
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,1fdb9cf0137e969d02a7fcd888cdd6d23a381a88
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,279,6784,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,c9a48a61a7136a1dedaa3ca0107d8631e19f7fe6
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-MIExample-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,279,6781,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,ff9ec0defbd454d294678b2e2529a220b5ae7fe5
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,24,454,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,0cadb72796ebf335c0129b23ae27994f8dfdedb8
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,24,454,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,53036dce0ce266fed0fe33d1d5b16d8c0e19ba47
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,24,454,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,f875e2b37cc6556732cc404051f6d5cb9d3cd9d9
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,bbdb654cc98b1fbd3905342de3f0cc49263e79e1
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,24,455,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,798e418799cd22be86ed6b4b01b172243204216b
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b0acda1e16bb1e568dd41471eff5065bfe67f3ac
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,03be3eef9c9884a2de90f1b887d7c8509a33cf86
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,24,454,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,0fdebdbff84f7ba936db5fe6550c1a172c751014
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,97b034fb48c3643a32b3536d74ea2a9bfee88ecf
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-NoCache-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,95bde291755efc49c7ee03451244a458069bc7dc
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,f4c376771576124afba22900142116b33ee0e82a
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,635a3cdedec598771bffd5c819e282caf4722992
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,777ad10d3550dc2f2c45ed4eb2f7317dc605e5ea
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b8a70db49b7ff3cc8b9b7e3dc65f985e68dcaef2
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e2136814e64e9282394e30f4014a4f9947c91530
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,f7b7bc4f38c544106d33534c0dfd63c718bfccca
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,a660c687790bf3228ad559fbdaa6fa384b3c0156
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,2f2c5134c04c0ad7238b7fe7f436167906652e88
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4d38b5ff6450ce84524db21f7960b153e93b009a
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-OctopiCache-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,279,6785,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,9a4da61cd8d381a47b9577d384ce535cfed90630
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,0ba34c35952ec094faab46742b7987a6d897f364
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4188e2fb3b04a66b8c49738668f9f68dfc4122eb
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,dd004fc3bfffac45c5bf374addd145a0a9625246
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,613c90095fc0e1ff19956f88d35a46373fa5310d
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,8563af8f12378a52bd77ca24366b130f23c8c221
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b3e1542c689a2af21e6b13fe6b433d6600aba06d
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,7acc0645411488c9b3cdbede573b34e9791a0441
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fc21ba2f85cd6a69cbf90561ca9e1aeb2ce46d1d
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,eab94702b77ce1cd6d5873130f364a2001e77d1d
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,5e8ae5871a0bff61228917093d6b72cf18e5f689
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-DualChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fcf3425f08f48d331d81deaae2edfbdea4dd1b06
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-DualChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,342a4ad38f888663390d1f14987b68aca43cb071
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-DualChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e4e3e25ae501a778312de94ecf412d68df5762d5
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-DualChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,9d68663dbc047c8768e4b633cf5806b93def38a8
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-HBM2Stack/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,1a7b12667f12a79eda2b95445c8ba67ffdf1a00b
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-SingleChannelDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,30182e03de46be05bf114b82d04efd06e565eb66
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-SingleChannelDDR3_2133/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,ec9647fa2a6e877995ad949c80b1f36ecbeeb17c
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-SingleChannelDDR4_2400/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,6cf6f0a63767147b6b314304f6e69e132d515930
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-SingleChannelHBM/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fa9406f5501b31074b2b3cb1e9d2c82a7b9e928b
gem5/tests/gem5/traffic_gen/trusted_stats/RandomGenerator-1-PrivateL1PrivateL2-gem5.components.memory-SingleChannelLPDDR3_1600/trusted_stats.json,gem5,config,24,453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,00fce128ac169f9eabbf8553fcabdf69d336ac33
gem5/tests/gem5/verifier.py,gem5,source,343,11923,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,f77c15ddedd78425feac0e635b38aa31d7f8a1d5
gem5/tests/gem5/x86_boot_tests/README.md,gem5,documentation,9,302,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,92357b6bb2ae62595a832d53bfa2c85c00dd1763
gem5/tests/gem5/x86_boot_tests/configs/x86_boot_exit_run.py,gem5,source,220,6436,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,d24f84efc75c0565a18865c61f4b405c12d3514f
gem5/tests/gem5/x86_boot_tests/test_linux_boot.py,gem5,source,261,7729,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fa5644e5b81a9f1d67c2015a4e27b63e6b79985b
gem5/tests/main.py,gem5,source,25,566,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,063042d43dd3730b2b72b614b0578458963426e1
gem5/tests/pyunit/__init__.py,gem5,source,0,0,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
gem5/tests/pyunit/pystats/pyunit_jsonserializable_check.py,gem5,source,72,3453,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,3695374b8eebfc8d05dc54ba553ba481c095b1a6
gem5/tests/pyunit/pystats/pyunit_pystats.py,gem5,source,208,8210,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,70839c245bcb61ce45eb6b5840b30766f5caa7d9
gem5/tests/pyunit/stdlib/__init__.py,gem5,source,0,0,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
gem5/tests/pyunit/stdlib/pyunit_looppoint.py,gem5,source,598,21805,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,398e771df63b03cc3a34a565298d339c01b4ce88
gem5/tests/pyunit/stdlib/refs/matrix.1_92.global.pinpoints_reduced.csv,gem5,text/data,28,2737,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,56e3fc57bf3202b5033362178ac528c57563f7f8
gem5/tests/pyunit/stdlib/refs/output.json,gem5,config,40,888,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4324bac3de8f4900afc5d658913602ad222c501c
gem5/tests/pyunit/stdlib/resources/__init__.py,gem5,source,0,0,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
gem5/tests/pyunit/stdlib/resources/pyunit_client_wrapper_checks.py,gem5,source,508,19171,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,c19b517047f05f071b224b160a8fc9565ea5c7dd
gem5/tests/pyunit/stdlib/resources/pyunit_json_client_checks.py,gem5,source,181,8202,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,46234aff918bc59835081f3668538cde07a9b974
gem5/tests/pyunit/stdlib/resources/pyunit_local_file_path_check.py,gem5,source,73,3393,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,03a7cb95f7ba80596a3bcfc1592a452f090f7f28
gem5/tests/pyunit/stdlib/resources/pyunit_md5_utils_check.py,gem5,source,118,4244,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4570f74426aea823f4d2f649ff01e86d2d967768
gem5/tests/pyunit/stdlib/resources/pyunit_obtain_resources_check.py,gem5,source,283,11088,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,7c552f12227cff12e80975a582e63b4750a0bcd5
gem5/tests/pyunit/stdlib/resources/pyunit_resource_specialization.py,gem5,source,301,11013,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,5574be24f56777188d2e81432732733ce81a7540
gem5/tests/pyunit/stdlib/resources/pyunit_suite_checks.py,gem5,source,203,7464,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,96ca82b91f71033d9a338d25ce9761887fcb7985
gem5/tests/pyunit/stdlib/resources/pyunit_workload_checks.py,gem5,source,344,11933,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e53a7e0ba7a0db927f3fa79e7ece9c14f40961ae
gem5/tests/pyunit/stdlib/resources/refs/mongo-dup-mock.json,gem5,config,30,972,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fe87cc8c28c9e1708366035fcf8ea8bd1ce7bf46
gem5/tests/pyunit/stdlib/resources/refs/mongo-mock.json,gem5,config,60,2013,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,5c06971f89c690ba1cadae3ff26c6eb6f6441b51
gem5/tests/pyunit/stdlib/resources/refs/obtain-resource.json,gem5,config,183,5649,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4f37b88fa8ba46ea58e207f4d664d4d6b29e5702
gem5/tests/pyunit/stdlib/resources/refs/resource-specialization.json,gem5,config,207,6375,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e87a0161af32b5ef4ad72cc2d1f00a8aa5a36051
gem5/tests/pyunit/stdlib/resources/refs/resources.json,gem5,config,351,12972,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,9a491751237ed47d2fdf708fa8843586ecd68a62
gem5/tests/pyunit/stdlib/resources/refs/suite-checks.json,gem5,config,124,3771,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,42b1aa30f383302e8a28fb29a0c8a81c3b352592
gem5/tests/pyunit/stdlib/resources/refs/workload-checks.json,gem5,config,76,2368,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,83ac8304c6e431bbb63c535660d143f7bb1e97c9
gem5/tests/pyunit/util/__init__.py,gem5,source,0,0,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391
gem5/tests/pyunit/util/pyunit_convert_check.py,gem5,source,318,11498,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,3339b8ab8c539d68513dd5d05fc9d940b04a1e3d
gem5/tests/run.py,gem5,source,265,8281,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,cb0d42b9969f6fe9bbf5d366404b2314b923831e
gem5/tests/run_pyunit.py,gem5,source,68,2832,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,89c922e100adfc041597a8efe0d815f64f98d5e9
gem5/tests/test-progs/hello/.gitignore,gem5,config,10,190,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,48c31c3f0f0740743b7389587f28e63e430b16ad
gem5/tests/test-progs/hello/bin/arm/linux/hello,gem5,binary/data,0,565961,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,831ea7ee8ece62474d1431e497ab3c5080be15d7
gem5/tests/test-progs/hello/bin/power/linux/hello32,gem5,binary/data,0,625955,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,6619ae37f23220b26a5def757049f9d6ba67a516
gem5/tests/test-progs/hello/bin/power/linux/hello64be,gem5,binary/data,0,730216,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,53604fb2a3a5322255beb8a6838a1371fa15fd4a
gem5/tests/test-progs/hello/bin/power/linux/hello64le,gem5,binary/data,0,732992,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b442d9a9bd2d558ba1812f6479e04627de652d81
gem5/tests/test-progs/hello/bin/riscv/linux/hello,gem5,binary/data,0,4814352,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b26d16c2e2c740b62f9ad61c8cb8b23438e11fc8
gem5/tests/test-progs/hello/bin/x86/linux/hello,gem5,binary/data,0,659099,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,a3ec8dcdb6bbc30a8e415c5c226fc6b09643822c
gem5/tests/test-progs/hello/bin/x86/linux/hello32,gem5,binary/data,0,608935,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,072773dc0ed381368b8954be955056f3798b2b9b
gem5/tests/test-progs/hello/src/Makefile.arm,gem5,build,18,519,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4a18483bd8943120547b9e5fc0d983ba2c4c0ae6
gem5/tests/test-progs/hello/src/Makefile.mips,gem5,build,11,233,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,675c8d1544d3616bfc3286cdb894579df9f80923
gem5/tests/test-progs/hello/src/Makefile.power,gem5,build,11,295,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,6fb280ae484cf2c7154faa950efd3a507301e269
gem5/tests/test-progs/hello/src/Makefile.x86,gem5,build,21,627,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,70d89b04631157af060c715a55af9570abfb839a
gem5/tests/test-progs/hello/src/hello.c,gem5,source,35,1681,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,866e5622eb69d18f8ec685729186303ef5cc4490
gem5/tests/test-progs/m5-exit/.gitignore,gem5,config,1,8,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fb36b714b35fc40e4db479531e637479f1455761
gem5/tests/test-progs/m5-exit/src/.gitignore,gem5,config,3,42,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,25a4d5dd1dd3074dfa60ce6d4ffd6e9fdf82bba7
gem5/tests/test-progs/m5-exit/src/Makefile,gem5,build,57,2076,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,2832b90cfaa7c884c3aad8f781f352153e272ee5
